id,age,income,educ,gender,vacc_b,treat,vacc_e,missing
2244,25,3,3,0,2,2,1,0
2245,57,9,3,1,3,2,4,0
2246,59,1,3,1,5,0,5,0
2247,59,4,3,1,1,1,2,0
2248,72,3,3,0,3,0,2,0
2249,37,6,1,1,1,0,3,0
2250,70,9,3,0,3,0,4,0
2251,66,1,3,1,4,1,3,0
2252,74,7,1,0,3,1,4,0
2253,37,4,3,1,1,1,2,0
2254,38,1,2,1,2,2,NA,1
2255,70,1,2,1,4,1,5,0
2256,30,8,2,1,4,0,NA,1
2257,46,9,2,1,5,2,5,0
2258,76,7,2,0,4,1,5,0
2259,21,2,1,1,1,2,NA,1
2260,35,9,2,0,5,0,5,0
2261,62,3,2,1,3,2,3,0
2262,58,8,1,1,1,2,2,0
2263,31,4,3,1,2,2,4,0
2264,46,1,2,1,4,2,4,0
2265,76,4,2,0,4,2,5,0
2266,85,6,3,1,4,0,5,0
2267,79,2,2,0,2,1,3,0
2268,39,9,3,1,5,0,4,0
2269,56,8,2,1,1,0,2,0
2270,56,4,3,0,4,0,4,0
2271,79,5,1,0,3,1,5,0
2272,16,6,2,1,2,2,2,0
2273,33,8,2,0,3,0,3,0
2274,43,7,2,1,4,1,5,0
2275,65,5,2,0,2,2,5,0
2276,30,5,2,1,4,0,5,0
2277,61,3,3,0,1,1,2,0
2278,61,8,2,1,4,0,3,0
2279,19,1,2,0,5,1,5,0
2280,36,8,2,1,2,1,3,0
2281,80,9,2,0,1,1,2,0
2282,27,8,2,1,2,0,1,0
2283,32,6,2,1,5,2,4,0
2284,54,3,3,0,2,0,3,0
2285,33,9,3,0,1,0,1,0
2286,74,9,2,1,2,1,2,0
2287,58,6,2,1,2,1,2,0
2288,68,5,2,0,5,2,5,0
2289,76,5,2,0,3,2,2,0
2290,39,6,2,1,5,2,5,0
2291,73,9,3,1,1,0,2,0
2292,36,2,2,0,4,0,5,0
2293,23,6,3,1,1,1,3,0
2294,53,4,3,0,3,2,3,0
2295,44,3,2,0,1,2,1,0
2296,58,9,3,0,1,1,1,0
2297,79,1,1,0,4,0,NA,1
2298,27,5,2,1,4,0,5,0
2299,43,6,2,1,2,0,2,0
2300,48,1,1,1,3,0,4,0
2301,45,6,1,1,4,1,5,0
2302,69,6,2,1,3,0,5,0
2303,70,3,2,0,3,0,4,0
2304,39,3,2,1,1,0,2,0
2305,75,9,3,0,2,1,2,0
2306,22,7,3,1,4,0,4,0
2307,55,7,2,0,1,0,1,0
2308,17,5,2,0,5,2,5,0
2309,41,2,2,1,2,0,2,0
2310,16,3,2,1,5,2,5,0
2311,42,1,2,1,5,2,4,0
2312,50,1,2,0,4,1,4,0
2313,73,6,2,1,2,1,2,0
2314,70,7,2,0,1,1,1,0
2315,60,5,3,0,5,0,4,0
2316,62,7,3,1,3,1,4,0
2317,26,1,3,0,1,1,3,0
2318,51,9,3,0,4,0,5,0
2319,24,3,3,1,5,2,5,0
2320,65,6,2,0,1,0,2,0
2321,58,9,2,0,4,2,5,0
2322,66,5,2,1,2,1,4,0
2323,76,6,2,1,5,2,5,0
2324,30,8,3,1,1,2,2,0
2325,79,3,3,1,1,0,2,0
2326,19,1,3,1,5,2,5,0
2327,49,7,2,1,2,0,NA,1
2328,51,3,3,1,5,0,4,0
2329,74,5,2,0,3,0,4,0
2330,77,5,2,1,3,0,4,0
2331,72,1,3,1,1,2,1,0
2332,57,6,2,0,2,1,3,0
2333,67,6,3,1,4,0,5,0
2334,65,8,3,0,1,2,1,0
2335,33,1,3,1,4,2,5,0
2336,22,1,3,1,2,2,3,0
2337,24,9,2,1,4,1,4,0
2338,22,1,3,1,1,2,3,0
2339,28,3,1,0,5,1,5,0
2340,71,5,2,1,3,1,3,0
2341,20,7,3,1,3,1,3,0
2342,26,9,3,1,4,2,3,0
2343,72,4,3,1,1,1,2,0
2344,31,4,2,1,2,2,2,0
2345,62,9,3,0,5,2,NA,1
2346,22,6,1,0,5,1,5,0
2347,80,7,2,0,1,0,1,0
2348,75,8,2,0,2,2,2,0
2349,71,4,3,0,4,1,5,0
2350,81,1,2,0,5,1,5,0
2351,54,5,2,1,3,2,NA,1
2352,27,8,3,1,3,0,5,0
2353,72,4,3,0,4,1,5,0
2354,25,5,2,1,1,0,1,0
2355,50,1,1,1,1,1,2,0
2356,71,1,2,1,4,0,5,0
2357,69,8,2,1,3,0,4,0
2358,29,4,1,0,3,2,3,0
2359,42,1,3,0,3,0,3,0
2360,58,4,2,1,1,2,2,0
2361,72,7,2,0,3,2,3,0
2362,63,6,1,0,2,2,NA,1
2363,31,5,2,0,1,0,3,0
2364,82,9,3,1,4,2,4,0
2365,26,5,3,0,4,1,5,0
2366,52,8,3,0,1,1,2,0
2367,71,3,2,1,5,0,5,0
2368,46,9,2,1,2,0,NA,1
2369,53,8,3,0,5,2,5,0
2370,44,5,2,1,4,2,5,0
2371,48,4,2,1,4,1,4,0
2372,17,4,2,1,1,2,1,0
2373,57,6,2,0,3,1,4,0
2374,19,4,2,0,1,1,2,0
2375,77,7,2,0,4,1,5,0
2376,63,6,2,0,3,2,4,0
2377,37,5,2,1,5,2,4,0
2378,22,4,2,0,5,0,5,0
2379,68,2,3,1,3,1,4,0
2380,78,4,3,1,5,0,5,0
2381,65,5,2,1,5,0,NA,1
2382,27,1,3,1,5,1,5,0
2383,64,5,3,1,1,1,2,0
2384,42,7,2,0,1,2,1,0
2385,50,1,2,1,5,1,5,0
2386,66,8,2,0,1,2,1,0
2387,76,7,1,1,5,1,5,0
2388,85,6,2,1,5,2,5,0
2389,68,8,2,0,4,2,4,0
2390,49,6,3,0,4,2,3,0
2391,42,3,2,1,2,1,3,0
2392,47,5,2,0,5,1,5,0
2393,36,3,3,0,4,0,4,0
2394,34,3,2,1,2,0,1,0
2395,51,5,2,0,5,2,5,0
2396,32,5,3,0,1,0,1,0
2397,85,6,2,0,4,1,5,0
2398,81,7,3,1,4,2,4,0
2399,41,3,3,0,5,2,5,0
2400,59,8,2,0,4,2,3,0
2401,52,5,2,1,2,1,3,0
2402,84,2,2,0,2,1,3,0
2403,61,8,3,0,1,1,2,0
2404,45,2,2,1,2,2,3,0
2405,33,7,2,1,3,2,2,0
2406,53,9,1,0,3,0,NA,1
2407,16,3,2,0,3,0,5,0
2408,46,6,2,1,1,2,1,0
2409,44,2,2,1,3,0,2,0
2410,71,5,2,0,4,0,5,0
2411,28,7,2,0,3,2,3,0
2412,37,1,2,0,5,2,5,0
2413,26,1,3,0,4,0,5,0
2414,58,6,2,0,4,2,5,0
2415,32,1,3,1,3,2,5,0
2416,35,5,1,0,2,2,3,0
2417,29,9,2,0,1,1,3,0
2418,74,8,3,0,3,0,NA,1
2419,62,8,2,0,5,0,5,0
2420,80,5,3,0,2,2,3,0
2421,54,3,2,1,5,2,5,0
2422,37,9,2,0,5,0,5,0
2423,41,9,1,1,5,0,5,0
2424,40,6,1,1,2,0,NA,1
2425,70,5,2,0,3,0,4,0
2426,46,9,3,0,5,0,NA,1
2427,26,7,3,1,3,1,3,0
2428,48,1,3,0,5,2,5,0
2429,63,9,2,1,5,0,5,0
2430,65,4,2,1,3,0,3,0
2431,36,9,1,1,2,2,2,0
2432,83,7,2,0,5,1,NA,1
2433,39,5,2,1,2,0,2,0
2434,59,4,2,1,5,0,5,0
2435,29,4,3,0,5,2,4,0
2436,40,9,3,1,2,2,2,0
2437,45,5,3,1,5,1,5,0
2438,85,9,2,1,4,0,5,0
2439,37,2,3,0,3,2,4,0
2440,16,5,2,1,4,1,5,0
2441,76,1,3,0,5,1,NA,1
2442,15,3,2,1,5,1,5,0
2443,45,6,2,0,1,0,1,0
2444,16,8,3,0,3,0,2,0
2445,28,6,1,1,2,2,5,0
2446,34,7,2,1,1,2,1,0
2447,68,4,2,1,3,2,3,0
2448,69,7,3,0,1,1,2,0
2449,49,5,1,0,3,2,3,0
2450,34,5,2,1,5,1,5,0
2451,23,1,2,0,5,1,5,0
2452,66,6,2,1,4,1,4,0
2453,81,6,3,0,2,2,NA,1
2454,29,6,2,1,1,2,1,0
2455,66,5,3,0,3,1,3,0
2456,63,4,2,1,2,2,4,0
2457,79,1,2,0,3,1,3,0
2458,79,5,3,1,1,0,2,0
2459,16,7,2,1,4,1,5,0
2460,51,8,3,0,1,0,2,0
2461,18,2,1,1,1,2,3,0
2462,44,5,2,0,1,0,2,0
2463,78,4,2,0,3,0,4,0
2464,54,7,3,1,5,2,NA,1
2465,54,5,2,1,3,2,5,0
2466,19,2,2,1,1,0,2,0
2467,16,2,3,0,4,0,NA,1
2468,32,5,3,0,5,0,5,0
2469,83,4,3,1,2,2,1,0
2470,18,5,3,0,3,0,5,0
2471,38,9,3,0,4,0,5,0
2472,73,8,3,1,4,0,4,0
2473,84,7,2,0,3,2,4,0
2474,36,4,2,0,3,2,5,0
2475,50,5,3,1,1,2,2,0
2476,68,6,2,0,1,1,2,0
2477,65,9,2,0,3,0,4,0
2478,56,6,2,0,4,1,5,0
2479,74,7,2,1,2,0,4,0
2480,58,3,3,0,4,2,4,0
2481,42,6,2,1,5,2,5,0
2482,25,5,2,1,2,1,3,0
2483,59,1,3,1,4,0,5,0
2484,57,1,2,1,3,1,3,0
2485,39,7,2,0,4,2,4,0
2486,33,6,2,1,1,1,2,0
2487,52,1,2,0,4,0,5,0
2488,47,7,3,1,4,1,5,0
2489,59,7,3,0,3,2,2,0
2490,77,5,3,1,4,0,5,0
2491,69,5,1,0,1,2,1,0
2492,27,4,2,0,5,2,5,0
2493,60,9,2,0,4,2,4,0
2494,70,5,2,1,3,1,4,0
2495,23,5,1,0,3,1,4,0
2496,40,9,3,0,5,0,5,0
2497,76,6,1,0,3,1,NA,1
2498,20,5,3,1,3,2,3,0
2499,27,9,2,1,4,1,5,0
2500,64,9,3,0,4,2,5,0
2501,37,7,3,0,3,2,3,0
2502,70,8,1,1,3,1,4,0
2503,83,7,2,0,4,2,4,0
2504,57,1,3,1,4,0,5,0
2505,41,9,2,0,1,0,2,0
2506,65,6,2,1,5,1,5,0
2507,20,1,2,1,4,0,5,0
2508,73,6,1,0,2,0,3,0
2509,38,5,2,1,5,2,5,0
2510,34,4,2,0,2,2,4,0
2511,24,1,1,0,5,0,NA,1
2512,38,5,3,0,2,1,NA,1
2513,35,5,2,0,2,2,2,0
2514,56,3,3,1,4,2,5,0
2515,75,8,3,1,4,0,4,0
2516,50,4,3,1,3,1,4,0
2517,20,9,2,0,2,1,2,0
2518,73,6,2,1,1,2,2,0
2519,16,5,1,0,5,1,5,0
2520,63,2,2,1,5,1,5,0
2521,67,9,2,1,4,2,NA,1
2522,25,4,3,1,4,2,3,0
2523,20,5,3,0,1,2,1,0
2524,68,1,2,0,2,1,3,0
2525,50,3,2,0,3,1,4,0
2526,62,5,3,1,4,2,4,0
2527,40,9,1,1,3,2,4,0
2528,83,6,2,1,2,0,4,0
2529,38,1,2,1,3,2,4,0
2530,40,8,2,1,1,1,2,0
2531,55,9,1,1,3,2,3,0
2532,82,9,2,1,3,0,4,0
2533,48,5,2,0,3,1,3,0
2534,25,5,3,0,1,2,1,0
2535,60,8,2,0,1,0,1,0
2536,39,7,2,1,4,1,5,0
2537,83,3,2,0,1,1,2,0
2538,65,4,1,0,5,1,5,0
2539,73,7,3,0,2,1,3,0
2540,24,2,3,1,4,2,5,0
2541,16,7,2,0,1,2,1,0
2542,78,8,1,1,5,1,5,0
2543,70,2,1,1,4,2,3,0
2544,52,7,2,1,2,0,NA,1
2545,65,5,3,0,4,0,3,0
2546,56,2,2,0,4,0,5,0
2547,17,1,2,0,2,2,3,0
2548,27,5,2,0,1,2,1,0
2549,24,2,2,1,4,1,5,0
2550,72,3,3,1,4,0,3,0
2551,72,4,3,1,3,2,3,0
2552,80,8,2,0,3,0,5,0
2553,51,6,3,0,4,0,NA,1
2554,80,7,3,1,5,1,5,0
2555,54,4,2,1,5,1,5,0
2556,46,5,2,1,5,1,5,0
2557,36,5,2,0,3,0,5,0
2558,26,7,2,1,1,2,2,0
2559,53,9,3,1,5,0,5,0
2560,54,6,3,1,3,0,4,0
2561,35,6,3,0,3,1,4,0
2562,81,6,3,0,5,1,5,0
2563,83,7,2,1,3,1,3,0
2564,19,2,2,1,2,2,2,0
2565,70,8,3,1,4,2,5,0
2566,47,3,3,0,3,1,4,0
2567,64,4,2,0,2,0,3,0
2568,19,4,1,0,3,2,2,0
2569,59,7,2,0,3,2,5,0
2570,70,5,2,0,5,1,5,0
2571,32,7,2,0,1,2,1,0
2572,47,2,2,0,4,1,5,0
2573,64,2,2,0,5,1,5,0
2574,40,5,2,1,2,1,3,0
2575,23,5,3,1,2,0,NA,1
2576,48,3,2,1,1,0,3,0
2577,63,7,2,0,1,1,NA,1
2578,33,7,3,0,5,2,5,0
2579,31,5,3,0,3,0,NA,1
2580,63,2,2,0,1,1,2,0
2581,17,4,2,0,5,0,5,0
2582,70,1,3,0,1,0,1,0
2583,42,8,3,0,4,0,5,0
2584,52,4,2,0,4,0,5,0
2585,74,4,2,0,4,1,5,0
2586,66,3,3,1,1,1,2,0
2587,15,5,2,0,2,1,2,0
2588,35,7,1,0,2,2,2,0
2589,38,2,3,0,1,1,2,0
2590,77,9,2,1,5,2,5,0
2591,42,7,3,1,4,2,5,0
2592,44,4,2,1,5,2,5,0
2593,18,7,3,0,4,1,5,0
2594,75,4,2,1,1,1,2,0
2595,34,6,2,1,5,0,NA,1
2596,68,9,1,1,3,0,4,0
2597,46,7,3,0,4,1,4,0
2598,49,9,2,0,5,0,5,0
2599,72,4,3,1,5,1,5,0
2600,38,3,2,0,4,2,3,0
2601,65,8,3,0,4,0,4,0
2602,46,7,3,1,1,0,4,0
2603,56,7,2,1,1,2,2,0
2604,68,3,2,0,5,2,NA,1
2605,19,7,2,0,5,0,5,0
2606,15,8,2,1,3,0,3,0
2607,32,8,2,1,1,2,3,0
2608,49,2,3,0,4,0,5,0
2609,52,5,2,0,5,0,4,0
2610,24,6,1,0,3,1,5,0
2611,62,3,1,1,3,0,2,0
2612,44,4,2,0,3,2,4,0
2613,52,3,2,1,4,0,4,0
2614,53,6,1,1,5,1,5,0
2615,26,7,2,0,4,0,4,0
2616,57,5,2,0,2,1,3,0
2617,66,7,3,0,1,1,1,0
2618,16,2,2,0,4,1,5,0
2619,44,3,2,0,5,0,5,0
2620,46,6,3,0,5,1,5,0
2621,22,4,2,0,5,2,5,0
2622,16,3,3,1,2,2,4,0
2623,29,2,1,0,3,1,4,0
2624,61,7,2,1,3,0,NA,1
2625,16,3,3,0,5,0,5,0
2626,62,7,2,0,2,2,2,0
2627,41,2,3,0,2,0,3,0
2628,48,4,2,0,1,1,NA,1
2629,58,4,2,1,1,2,3,0
2630,63,4,1,0,3,0,5,0
2631,30,7,2,1,1,1,2,0
2632,41,5,1,0,5,1,5,0
2633,80,2,1,1,2,0,1,0
2634,79,6,2,0,5,2,5,0
2635,54,8,1,0,4,2,5,0
2636,29,4,2,1,1,1,2,0
2637,28,9,3,0,2,1,3,0
2638,60,4,3,1,1,2,2,0
2639,35,1,2,1,2,1,3,0
2640,42,6,3,0,2,2,2,0
2641,43,4,3,1,1,2,2,0
2642,58,4,2,1,3,1,4,0
2643,83,1,2,0,4,0,4,0
2644,64,4,2,1,2,0,3,0
2645,31,9,2,0,5,0,NA,1
2646,75,9,3,0,4,1,NA,1
2647,70,5,2,0,5,1,5,0
2648,44,9,2,0,4,1,5,0
2649,36,1,2,0,4,0,3,0
2650,58,6,2,1,5,1,5,0
2651,21,7,2,1,5,1,5,0
2652,72,5,3,0,3,0,5,0
2653,55,2,2,0,4,0,NA,1
2654,69,2,2,1,4,0,4,0
2655,43,8,1,0,2,0,2,0
2656,31,6,3,0,1,2,3,0
2657,28,4,2,1,4,0,5,0
2658,37,3,3,0,2,0,4,0
2659,37,5,2,0,2,1,3,0
2660,33,3,2,1,2,1,2,0
2661,59,4,2,1,5,0,NA,1
2662,61,3,2,0,4,1,5,0
2663,29,4,1,1,3,2,4,0
2664,23,7,2,1,2,1,3,0
2665,40,2,2,1,4,2,5,0
2666,77,8,3,1,1,2,2,0
2667,22,7,1,0,4,1,5,0
2668,77,5,2,1,4,1,5,0
2669,20,6,1,0,3,2,3,0
2670,77,7,1,1,4,1,NA,1
2671,73,8,2,1,4,2,4,0
2672,16,1,3,0,4,2,5,0
2673,53,2,1,1,4,0,5,0
2674,21,8,3,0,3,1,4,0
2675,17,9,3,1,5,1,5,0
2676,53,5,3,0,1,1,3,0
2677,36,6,1,1,4,0,4,0
2678,56,1,2,1,1,2,1,0
2679,20,7,2,1,4,1,5,0
2680,30,2,2,0,2,2,1,0
2681,53,4,2,0,3,1,4,0
2682,21,6,2,0,2,0,3,0
2683,22,5,3,0,2,0,1,0
2684,59,9,2,1,5,2,5,0
2685,18,7,3,1,2,2,2,0
2686,58,9,3,0,1,2,1,0
2687,35,6,2,0,5,1,5,0
2688,73,8,2,1,1,1,2,0
2689,53,9,2,1,4,2,4,0
2690,37,7,2,1,2,2,3,0
2691,44,5,2,0,2,1,NA,1
2692,65,6,2,1,3,2,2,0
2693,49,7,1,0,1,1,2,0
2694,35,2,1,0,5,1,5,0
2695,40,1,3,1,2,1,3,0
2696,55,9,3,0,1,0,2,0
2697,28,9,2,0,1,2,1,0
2698,51,7,1,1,2,0,3,0
2699,29,3,2,1,5,1,5,0
2700,34,2,2,0,4,2,NA,1
2701,52,6,2,1,1,2,3,0
2702,36,3,2,1,1,0,1,0
2703,26,7,2,0,1,2,2,0
2704,34,1,2,0,2,2,2,0
2705,25,7,3,1,5,0,5,0
2706,48,5,1,0,3,2,2,0
2707,60,4,2,0,1,1,2,0
2708,73,3,3,1,2,0,2,0
2709,45,6,2,1,4,0,3,0
2710,60,7,2,0,1,2,2,0
2711,76,3,2,1,3,0,3,0
2712,42,8,3,1,2,0,2,0
2713,51,7,2,1,3,0,NA,1
2714,17,7,1,1,5,2,NA,1
2715,54,9,2,1,1,2,2,0
2716,52,8,3,1,4,1,5,0
2717,38,6,3,0,5,1,5,0
2718,71,2,2,1,3,0,3,0
2719,77,7,3,1,3,0,5,0
2720,40,7,2,1,2,2,2,0
2721,64,8,2,1,5,2,5,0
2722,74,7,2,1,3,0,2,0
2723,84,6,3,0,3,1,2,0
2724,80,7,2,0,5,1,5,0
2725,61,7,1,1,4,1,5,0
2726,59,5,2,0,1,1,NA,1
2727,85,7,3,1,4,1,NA,1
2728,28,1,2,0,1,2,1,0
2729,85,5,3,1,3,2,NA,1
2730,51,4,3,1,4,2,5,0
2731,58,5,2,0,3,1,NA,1
2732,30,4,1,1,4,0,5,0
2733,85,8,1,0,3,2,NA,1
2734,33,8,2,1,5,2,5,0
2735,66,6,1,0,2,2,1,0
2736,71,6,1,0,3,2,2,0
2737,35,9,3,0,4,2,4,0
2738,56,9,2,0,2,2,2,0
2739,55,1,3,1,1,1,2,0
2740,82,6,2,1,2,2,2,0
2741,65,7,3,0,4,0,4,0
2742,40,5,2,0,1,2,2,0
2743,15,5,3,1,1,0,1,0
2744,62,3,3,0,5,2,5,0
2745,18,5,2,0,4,2,5,0
2746,56,9,2,1,1,0,1,0
2747,30,9,2,0,5,2,5,0
2748,17,8,2,1,1,2,2,0
2749,25,2,3,1,4,0,4,0
2750,65,9,2,0,1,2,1,0
2751,36,4,3,1,1,2,3,0
2752,33,8,3,0,5,0,5,0
2753,45,6,2,0,2,1,2,0
2754,61,5,3,0,3,0,2,0
2755,73,4,2,1,3,0,5,0
2756,76,3,2,1,2,1,3,0
2757,44,3,2,1,4,2,3,0
2758,84,1,3,0,3,0,5,0
2759,29,5,2,1,3,0,3,0
2760,17,4,3,0,5,0,NA,1
2761,21,6,1,0,1,2,1,0
2762,49,6,3,0,3,2,NA,1
2763,65,5,3,0,5,0,4,0
2764,55,4,2,1,2,1,2,0
2765,22,1,3,1,5,2,5,0
2766,25,9,2,1,2,1,3,0
2767,54,6,1,1,5,2,5,0
2768,18,9,3,1,2,0,2,0
2769,26,6,2,0,2,1,NA,1
2770,40,7,2,1,5,2,5,0
2771,58,4,2,1,4,2,4,0
2772,55,8,1,1,5,0,5,0
2773,73,5,2,1,4,1,5,0
2774,21,5,1,1,2,1,2,0
2775,71,6,2,0,3,1,4,0
2776,41,2,3,1,2,1,3,0
2777,33,7,1,0,2,0,3,0
2778,59,3,3,1,1,0,1,0
2779,34,5,1,1,5,1,5,0
2780,17,3,3,0,1,0,1,0
2781,37,9,3,1,4,0,5,0
2782,16,5,2,0,2,0,1,0
2783,84,3,2,0,1,1,1,0
2784,48,6,2,0,5,1,NA,1
2785,67,5,2,0,2,1,3,0
2786,26,4,2,0,5,0,5,0
2787,66,7,1,1,2,2,3,0
2788,26,6,2,0,5,0,5,0
2789,71,8,2,1,1,2,2,0
2790,56,5,2,1,4,1,4,0
2791,67,7,2,0,4,2,5,0
2792,67,2,2,0,5,0,5,0
2793,16,9,2,1,5,2,4,0
2794,18,9,2,1,4,1,5,0
2795,22,7,3,1,4,0,2,0
2796,23,6,3,1,2,2,2,0
2797,69,8,2,0,5,2,5,0
2798,64,2,2,0,1,0,1,0
2799,75,5,2,1,3,2,NA,1
2800,16,7,2,0,2,2,4,0
2801,68,6,3,1,1,0,3,0
2802,78,3,1,0,1,1,1,0
2803,43,2,2,0,3,2,4,0
2804,21,3,2,1,1,2,2,0
2805,45,5,2,0,1,1,NA,1
2806,53,3,2,0,5,1,5,0
2807,43,7,2,0,3,1,4,0
2808,77,9,2,0,3,1,3,0
2809,49,3,2,1,3,1,3,0
2810,24,2,2,1,1,1,2,0
2811,48,1,1,0,4,2,4,0
2812,35,8,2,0,1,0,3,0
2813,72,7,2,1,3,1,4,0
2814,54,4,3,1,2,2,3,0
2815,77,7,3,1,3,0,2,0
2816,73,1,2,1,1,1,2,0
2817,36,9,1,1,1,2,1,0
2818,60,5,2,0,3,2,3,0
2819,62,5,2,0,5,2,NA,1
2820,20,6,3,1,3,2,NA,1
2821,73,8,2,0,2,0,3,0
2822,47,4,2,0,4,1,4,0
2823,85,7,3,0,3,2,3,0
2824,83,2,3,1,5,0,5,0
2825,29,3,1,1,4,1,5,0
2826,16,8,2,1,4,2,4,0
2827,39,7,2,1,3,1,4,0
2828,33,9,3,0,4,2,5,0
2829,31,9,1,1,1,0,1,0
2830,47,6,2,1,4,0,5,0
2831,42,6,2,0,2,2,NA,1
2832,77,1,2,0,2,1,3,0
2833,20,8,2,1,1,1,2,0
2834,82,9,1,0,4,1,5,0
2835,85,3,2,1,3,1,4,0
2836,67,4,2,0,1,0,2,0
2837,41,2,2,1,2,1,3,0
2838,58,6,3,1,1,2,1,0
2839,41,3,2,1,1,1,2,0
2840,21,8,2,0,2,0,2,0
2841,49,9,2,0,5,2,5,0
2842,16,8,2,0,4,2,3,0
2843,70,4,3,1,4,2,5,0
2844,37,1,2,0,4,1,5,0
2845,72,8,2,1,4,2,5,0
2846,41,5,2,0,3,2,2,0
2847,31,7,3,1,3,2,3,0
2848,82,1,3,0,1,1,NA,1
2849,40,9,2,0,3,2,NA,1
2850,58,6,2,0,3,1,4,0
2851,67,1,2,0,3,2,3,0
2852,35,8,1,0,5,0,5,0
2853,53,7,2,1,1,2,4,0
2854,31,5,2,1,5,1,5,0
2855,72,3,2,1,3,0,3,0
2856,59,1,3,0,2,0,2,0
2857,17,2,3,1,1,2,2,0
2858,27,6,3,0,5,2,5,0
2859,38,6,3,1,5,1,5,0
2860,78,3,3,0,2,0,1,0
2861,19,8,2,1,3,2,4,0
2862,61,5,2,0,2,1,NA,1
2863,67,6,2,0,4,2,5,0
2864,54,4,2,0,3,0,5,0
2865,58,1,2,1,2,2,NA,1
2866,64,5,3,0,5,0,4,0
2867,26,5,2,0,1,2,3,0
2868,63,9,3,0,1,0,1,0
2869,36,2,2,0,5,2,5,0
2870,77,4,3,1,3,0,NA,1
2871,37,5,3,0,4,0,3,0
2872,72,4,2,0,5,1,NA,1
2873,37,4,3,1,2,0,2,0
2874,54,5,3,0,1,2,NA,1
2875,70,6,3,1,5,1,5,0
2876,36,9,2,0,1,1,2,0
2877,55,7,2,0,4,1,NA,1
2878,39,6,3,1,3,0,5,0
2879,73,4,2,0,3,2,NA,1
2880,55,8,2,0,4,0,5,0
2881,75,6,3,0,3,0,5,0
2882,59,3,3,1,4,0,NA,1
2883,31,7,1,0,3,0,2,0
2884,37,7,1,1,4,2,5,0
2885,26,9,3,1,1,2,2,0
2886,26,3,3,0,2,1,3,0
2887,73,1,2,1,1,1,2,0
2888,37,3,2,1,1,0,2,0
2889,71,6,2,0,4,0,3,0
2890,79,7,1,0,2,1,2,0
2891,49,2,2,0,2,1,2,0
2892,24,6,3,0,5,1,5,0
2893,78,9,3,0,2,1,NA,1
2894,49,8,3,1,4,0,5,0
2895,57,7,3,0,4,2,5,0
2896,48,2,2,1,5,2,5,0
2897,43,4,2,0,2,2,2,0
2898,16,2,1,0,4,1,5,0
2899,84,4,2,1,2,1,NA,1
2900,31,3,2,0,5,2,5,0
2901,53,7,2,0,1,0,3,0
2902,21,7,2,1,3,2,4,0
2903,41,7,3,1,2,2,4,0
2904,73,4,2,1,2,0,NA,1
2905,44,1,2,1,5,0,5,0
2906,29,1,2,0,1,1,NA,1
2907,42,9,2,1,4,1,4,0
2908,18,5,2,0,2,0,3,0
2909,40,1,3,0,4,2,4,0
2910,55,4,2,0,4,1,5,0
2911,25,7,2,1,5,1,5,0
2912,62,2,3,0,3,0,NA,1
2913,69,8,3,0,5,1,5,0
2914,74,3,3,0,4,0,3,0
2915,19,7,3,0,4,1,5,0
2916,23,2,2,1,3,0,5,0
2917,67,9,3,0,1,0,2,0
2918,26,8,3,1,1,1,2,0
2919,41,5,3,0,3,1,4,0
2920,22,6,2,0,3,1,NA,1
2921,81,5,3,0,4,2,4,0
2922,65,5,2,0,5,1,5,0
2923,67,3,2,0,1,2,1,0
2924,79,6,3,0,3,2,4,0
2925,68,6,2,1,5,2,5,0
2926,66,4,1,0,5,2,5,0
2927,19,9,3,1,1,1,2,0
2928,20,2,2,1,3,2,4,0
2929,58,5,1,1,3,0,4,0
2930,71,5,1,0,4,1,4,0
2931,48,5,2,1,3,1,3,0
2932,65,1,2,1,4,1,5,0
2933,61,7,1,0,3,2,5,0
2934,68,9,1,1,4,2,5,0
2935,34,4,3,0,2,2,4,0
2936,32,7,3,1,3,0,NA,1
2937,61,4,3,0,1,2,2,0
2938,47,2,2,0,2,1,3,0
2939,57,5,2,1,1,2,2,0
2940,62,2,2,0,3,1,3,0
2941,52,3,1,0,3,2,5,0
2942,17,6,2,0,5,2,4,0
2943,83,2,2,1,2,2,4,0
2944,47,2,2,1,5,0,5,0
2945,23,7,3,1,2,2,4,0
2946,16,5,2,1,2,1,3,0
2947,75,5,2,0,3,0,4,0
2948,73,8,2,0,2,0,3,0
2949,66,2,2,1,5,1,5,0
2950,23,9,3,0,1,2,2,0
2951,84,3,2,1,4,0,5,0
2952,42,8,2,0,2,0,3,0
2953,19,6,2,1,1,2,2,0
2954,75,8,1,1,5,0,5,0
2955,63,8,2,0,1,1,1,0
2956,60,7,3,1,5,1,5,0
2957,63,8,2,1,2,2,2,0
2958,53,6,3,0,3,1,NA,1
2959,42,5,3,1,1,0,1,0
2960,37,8,3,0,4,0,5,0
2961,60,5,2,1,3,2,4,0
2962,47,8,3,1,2,2,3,0
2963,32,4,3,1,1,1,2,0
2964,51,4,1,0,5,2,5,0
2965,78,8,2,0,3,2,NA,1
2966,56,4,3,1,5,2,5,0
2967,16,5,2,0,3,1,NA,1
2968,74,9,3,1,1,0,1,0
2969,85,7,2,0,2,2,3,0
2970,77,7,3,0,1,2,2,0
2971,48,8,2,1,2,0,2,0
2972,15,9,2,1,3,0,4,0
2973,72,7,3,0,4,2,5,0
2974,81,4,3,1,4,1,4,0
